controller,condition,seed,success,steps,path_length,collisions,tortuosity,odor_detection_percentage,final_distance_to_source
moth,left_disabled,117,False,1200,188.63999999999982,0,1178.9999999993688,88.0,14.16197399917977
moth,left_disabled,118,False,1200,188.64000000000007,0,1047.0390502584667,88.16666666666667,14.135826013094832
moth,left_disabled,119,False,1200,188.63999999999993,0,1047.0390502586222,88.66666666666667,13.93545988008763
moth,left_disabled,120,False,1200,156.64000000000024,30,54.62528254281208,0.6666666666666667,15.709872089484705
moth,left_disabled,121,False,1200,188.64,0,505.5142862257937,87.16666666666667,14.100436151782196
moth,left_disabled,122,False,1200,188.64,0,1178.9999999994086,87.41666666666667,14.087474522397645
moth,left_disabled,123,False,1200,188.64000000000004,0,1178.999999999458,87.83333333333333,14.166979544422173
moth,left_disabled,124,False,1200,188.63999999999996,0,349.66587519935956,86.5,13.496016336715323
moth,left_disabled,125,False,1200,152.63999999999982,61,62.72419433706655,2.083333333333333,14.482359598498316
moth,left_disabled,126,False,1200,188.64,0,1178.9999999991253,87.25,14.131233410459231
moth,left_disabled,127,False,1200,153.59999999999982,106,57.3697581441242,19.583333333333332,16.41164632431414
moth,left_disabled,128,False,1200,188.64,0,1047.039050258519,88.41666666666667,14.059987581734399
moth,left_disabled,129,False,1200,157.28000000000026,25,34.77434311890083,0.25,13.442663338271354
moth,left_disabled,130,False,1200,146.71999999999994,102,71.28880460064143,1.9166666666666665,15.47722963460326
moth,left_disabled,131,False,1200,188.63999999999993,0,1047.03905025856,88.66666666666667,13.997034062825575
moth,left_disabled,132,False,1200,188.6399999999999,0,1178.9999999992704,88.5,14.123445174048484
moth,left_disabled,133,False,1200,188.6400000000001,0,1178.99999999906,88.58333333333334,14.091819836274983
moth,left_disabled,134,False,1200,188.64,0,754.8513386624059,87.75,13.815995652620579
moth,left_disabled,135,False,1200,188.64,0,1047.0390502584999,88.08333333333334,14.046828893114231
moth,left_disabled,136,False,1200,188.64000000000001,0,1047.039050258485,87.41666666666667,14.085687385877696
moth,left_disabled,137,False,1200,188.64000000000001,0,1047.0390502584655,88.08333333333334,14.064634438533432
moth,left_disabled,138,False,1200,145.60000000000008,130,12.293424635573832,4.5,5.634012450369887
moth,left_disabled,139,False,1200,156.48000000000016,29,34.87645864572872,0.16666666666666669,15.104484258288812
moth,left_disabled,140,False,1200,155.5200000000001,36,32.61854235116124,0.16666666666666669,13.202758896745737
moth,left_disabled,141,False,1200,188.64,0,349.6658751993636,88.5,13.46574381243942
moth,left_disabled,142,False,1200,157.4399999999997,53,72.28973707326196,13.333333333333334,15.449520678718898
moth,left_disabled,143,False,1200,168.96000000000006,76,34.61483853148802,55.333333333333336,18.059268115017275
moth,left_disabled,144,False,1200,188.63999999999993,0,754.8513386623811,88.41666666666667,13.898331786775264
moth,left_disabled,145,False,1200,188.6399999999999,0,1178.9999999995212,87.16666666666667,14.164920439705439
moth,left_disabled,146,False,1200,153.75999999999985,96,85.0892796625257,16.333333333333332,14.76954216963516
moth,left_disabled,147,False,1200,188.64,0,754.8513386622554,88.0,14.119457666596197
moth,left_disabled,148,False,1200,188.6400000000001,0,1047.039050258537,87.83333333333333,14.177595978071036
moth,left_disabled,149,False,1200,188.63999999999993,0,505.5142862257973,87.5,13.942438276839203
