policy,geometry_condition,observation_condition,episodes,success_rate,success_ci95_low,success_ci95_high,mean_success_steps,mean_path_length,mean_crosswind_separation,mean_actual_odor_detection_percentage
ppo_normal,crosswind_decoupled,odor_blind,50,0.0,0.0,7.134759913335873,nan,18.896000000000004,5.89803979397982,33.93
ppo_normal,crosswind_decoupled,unmasked,50,42.0,29.375003354711982,55.76655823142176,199.61904761904762,22.067200000000007,5.89803979397982,11.20078547423871
ppo_normal,shifted_aligned,odor_blind,50,22.0,12.753915970214418,35.24154958125367,86.72727272727273,17.840000000000007,0.562469428435684,43.99448130057593
ppo_normal,shifted_aligned,unmasked,50,96.0,86.53990931249297,98.89611156723802,142.47916666666666,24.028800000000004,0.562469428435684,59.99892578313747
ppo_robust,crosswind_decoupled,odor_blind,50,58.0,44.23344176857823,70.62499664528802,225.06896551724137,59.884800000000006,5.89803979397982,30.9439024508467
ppo_robust,crosswind_decoupled,unmasked,50,96.0,86.53990931249297,98.89611156723802,190.8125,29.376000000000005,5.89803979397982,20.870788892608463
ppo_robust,shifted_aligned,odor_blind,50,18.0,9.770192670234177,30.796053674300783,284.6666666666667,81.1072,0.562469428435684,34.78599386953295
ppo_robust,shifted_aligned,unmasked,50,100.0,92.86524008666413,100.0,161.08,24.060800000000004,0.562469428435684,36.61284571776153
