time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/entropy_loss,train/clip_fraction,train/approx_kl,train/value_loss,rollout/ep_len_mean,train/explained_variance,train/clip_range,train/learning_rate,rollout/ep_rew_mean,train/loss,rollout/success_rate,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length,eval/success_rate
3230,50,80,163840,790,-1.4710274279117583,0.050390625,0.006286325,15.697390067577363,462.51,0.44267696142196655,0.2,0.0003,33.52926242,8.717012405395508,0.58,-0.008346281328704208,,,
3245,51,81,165888,800,-1.4370157152414322,0.082958984375,0.007409033,15.756602996587754,459.44,0.44389039278030396,0.2,0.0003,34.6197705,5.736498832702637,0.6,-0.00810941270319745,,,
3260,51,82,167936,810,-1.4428659960627557,0.039599609375,0.0073544784,25.707682013511658,456.06,0.3986632227897644,0.2,0.0003,35.682098229999994,16.757497787475586,0.62,-0.006636206404073164,,,
3274,51,83,169984,820,-1.4126658573746682,0.04453125,0.007899879,24.445388281345366,458.8,0.39857637882232666,0.2,0.0003,34.5871992,8.051735877990723,0.6,-0.008410710300086065,,,
,,,170000,830,-1.3851082280278206,0.062255859375,0.008878697,4.927305249869823,,0.80901038646698,0.2,0.0003,,3.4770147800445557,,-0.006136996456189081,34.442653500000006,428.4,0.6
3233,53,84,172032,,,,,,463.4,,,,34.048875620000004,,0.59,,,,
3247,53,85,174080,840,-1.4008886501193047,0.108642578125,0.012038625,7.033392274379731,467.24,0.6223046779632568,0.2,0.0003,33.06315038,4.010189056396484,0.57,-0.011898316637962125,,,
3262,53,86,176128,850,-1.3554472893476486,0.067626953125,0.0098923845,7.571383076906204,466.32,0.5401854515075684,0.2,0.0003,33.56993849,1.6038004159927368,0.58,-0.009570194914704188,,,
3275,54,87,178176,860,-1.335308563709259,0.058251953125,0.006612337,15.748322278261185,464.78,0.4781445860862732,0.2,0.0003,33.56435203,7.708530426025391,0.58,-0.008472635963698849,,,
,,,180000,870,-1.3806382566690445,0.04111328125,0.0067901975,16.07837563753128,,0.42156410217285156,0.2,0.0003,,8.180177688598633,,-0.005487023931345902,28.6159525,498.9,0.5
3229,55,88,180224,,,,,,463.8,,,,34.11402122,,0.59,,,,
3241,56,89,182272,880,-1.3867071002721787,0.033935546875,0.0060978504,14.665121644735336,458.86,0.6247416734695435,0.2,0.0003,35.152230460000006,6.347766399383545,0.61,-0.005305725810467265,,,
3254,56,90,184320,890,-1.315419191122055,0.021923828125,0.004696032,17.645142012834548,462.31,0.47448164224624634,0.2,0.0003,34.62912465,9.940393447875977,0.6,-0.003700584571924992,,,
3267,57,91,186368,900,-1.3617528527975082,0.0591796875,0.0070930426,18.62288624048233,462.35,0.5343571901321411,0.2,0.0003,34.58777796,8.538387298583984,0.6,-0.008841290825512261,,,
3279,57,92,188416,910,-1.356877714395523,0.053515625,0.008204471,14.315802949666978,454.92,0.6182523965835571,0.2,0.0003,35.11111159,7.359086036682129,0.61,-0.007563551364000887,,,
,,,190000,920,-1.3657613679766656,0.06748046875,0.0073427623,20.73137788772583,,0.5379112958908081,0.2,0.0003,,10.650588989257812,,-0.007398515322711319,24.6729334,461.6,0.4
3240,58,93,190464,,,,,,446.29,,,,36.240463580000004,,0.63,,,,
3252,59,94,192512,930,-1.3080471590161324,0.045263671875,0.007915296,12.263536739349366,446.25,0.6525508761405945,0.2,0.0003,36.271498189999996,5.3607635498046875,0.63,-0.007153813005425036,,,
3265,59,95,194560,940,-1.303061656653881,0.05634765625,0.007949164,11.914447218179703,443.07,0.7704004049301147,0.2,0.0003,36.32337029999999,9.21774959564209,0.63,-0.005390299565624446,,,
3278,59,96,196608,950,-1.3182482317090034,0.058935546875,0.008008776,19.59972788095474,431.6,0.62385094165802,0.2,0.0003,37.453080809999996,9.161275863647461,0.65,-0.008448220562422648,,,
3290,60,97,198656,960,-1.3384380146861077,0.02236328125,0.005839984,19.888819789886476,423.75,0.6410660147666931,0.2,0.0003,39.131429749999995,7.197307586669922,0.68,-0.00485080452344846,,,
,,,200000,970,-1.3304109692573547,0.02705078125,0.004904926,23.183695662021638,,0.6004190444946289,0.2,0.0003,,10.847297668457031,,-0.005764761765021831,29.7240019,444.5,0.5
3252,61,98,200704,,,,,,414.22,,,,40.217511879999996,,0.7,,,,
